0,41.1487,9.97048,79.388,76.9903,83.9283,10.9853,78.3553,44.7313,
5,41.3252,9.50559,92.757,70.9798,77.7936,0,88.2426,43.1801,
16,41.5017,9.04069,100,64.9695,71.6589,0,97.9814,49.9339,
23,41.6782,8.5758,100,62.9582,69.5243,0,97.7818,69.3804,
34,29.9353,8.11091,100,58.9441,65.3896,0,97.4504,63.9028,
39,21.5405,7.64602,100,54.9307,61.2549,0,97.3122,61.1936,
42,21.717,7.18112,100,50.9178,57.1202,0,100,58.519,
50,21.8935,6.71623,100,46.9053,52.9855,0,100,52.8415,
50,22.07,6.25134,100,42.8936,48.8508,0,100,48.9824,
50,12.089,5.78645,100,38.8825,44.7161,0,100,43.0268,
62,12.2655,5.32156,100,34.8723,40.5815,0,100,43.5077,
70,12.4419,4.85666,100,30.8621,36.4468,0,100,50.6401,
71,12.6184,4.39177,100,26.8509,32.3121,0,100,40.9642,
79,12.7949,3.92688,100,22.841,28.1774,0,100,46.434,
88,12.9714,3.46199,100,20.8303,26.0427,0,100,39.4409,
98,2.24215,2.99709,100,18.8206,23.908,0,100,36.9772,
95,2.41863,2.5322,100,18.8113,23.7733,0,100,29.9903,
90,2.59511,2.06731,100,18.8031,23.6387,0,100,21.6667,
84,0,1.60241,100,18.7962,23.504,0,100,22.429,
79,0.176482,1.13752,100,18.7891,23.3693,0,100,23.125,
74,0.352963,0,98.0847,18.782,23.2346,0,100,13.7993,
71,0.529445,0,100,18.7761,23.0999,4.10685,100,0.224375,
69,0.705926,0,96.7136,18.7723,22.9652,2.6264,89.7383,8.02072,
74,2.90279,0,100,15.295,13,1.14595,89.6261,9.64282,
78,6.91108,0,97.8143,16.8011,2,0,98.3762,0,
87,12.9352,0,95.6967,21.4223,0,0,100,0,
89,3.83635,0,96.8248,19.4186,0,0,93.1012,18.8601,
86,0,0,99.8644,19.412,0,0,79.6652,20.7461,
81,0.176482,0,95.4528,19.4052,0,0,68.1475,28.4856,
78,0.352963,0,90.8846,19.3972,0,0,54.7458,34.9113,
76,0.529445,0,89.2469,19.3882,0,0.119551,43.6246,40.2559,
73,0.705926,0,97.3692,19.3784,0,0.339102,63.3155,24.7401,
67,1.41174,0,97.8048,26.159,0,0.558653,63.3955,25.7061,
65,6.63086,0,96.1757,34.4258,0,0.778203,71.5982,12.9629,
60,8.45724,0,98.8037,41.0719,0,0.997754,71.6782,13.6577,
56,8.63372,0,100,41.0662,0,5.11445,86.0797,0,
52,8.8102,0,100,41.0624,0,10.8707,99.9877,0,
60,8.98668,0,100,29.6319,0,11.0903,93.3902,0,
67,12.7611,0,98.5012,35.6198,0,11.3098,100,0,
70,12.9376,0,100,31.616,0,11.5294,100,0,
77,3.42451,0,100,29.6123,0,11.7489,94.9937,18.3049,
87,9.47847,0,98.502,35.644,0,11.9685,100,5.77094,
82,9.65495,0,100,35.6394,0,16.5504,100,0,
78,9.83143,0,100,35.6356,0,20.7256,100,0,
76,15.6113,0,98.5028,41.896,0,20.9451,100,0,
73,15.7878,0,100,41.8921,0,21.1647,100,0,
67,15.9643,0,100,33.947,0,21.3842,95.8997,0,
65,16.1408,0,98.5,30.5766,0,21.6038,95.8477,0,
59,16.3172,0,100,30.5729,0,21.8233,100,0,
67,16.4937,0,98.4964,18.0383,0,22.0429,100,0,
77,21.1717,0,97.1045,20.6657,0,22.2624,100,0,
90,21.3482,0,95.6931,11.5255,0,22.632,100,0,
97,24.6477,0,94.1631,17.5144,0,23.0015,100,0,
97,30.673,0,92.6173,23.7738,0,23.3711,100,0,
97,30.8494,0,100,16.1328,0,23.7406,92.0753,0,
