0,0,0,94.7818,100,100,0,99.9012,22.5513,
0,0,0,100,100,100,0,99.7449,42.9256,
0,0,0,100,100,100,0,99.554,63.3603,
0,0,0,100,100,100,0,99.3545,83.6571,
0,0,0,100,100,100,0,99.173,100,
0,0,0,100,100,100,0,99.0348,100,
0,0,0,100,100,100,0,98.9611,100,
0,0,0,100,100,100,0,98.9611,100,
0,0,0,100,100,100,0,98.9611,100,
0,0,0,100,100,100,0,98.9611,100,
0,0,0,100,100,100,0,98.9611,100,
0,0,0,100,100,100,0,98.9611,100,
0,0,0,100,100,100,0,98.9611,96.1319,
0,0,0,100,100,100,0,98.9611,89.3554,
0,0,0,100,100,100,0,98.9611,85.7352,
0,0,0,100,100,100,0,98.9611,79.5916,
0,0,0,100,100,100,0,98.9611,75.6932,
0,0,0,100,100,100,0,98.9611,72.7197,
0,0,0,100,100,100,0,98.9611,68.3031,
0,0,0,100,100,100,0,98.9611,64.2224,
0,0,0,100,100,100,0,98.9331,60.1729,
0,0,0,100,100,100,0,98.8306,54.0969,
0,0,0,100,100,100,0,98.6717,49.2575,
0,0,0,100,100,100,0,98.4796,44.7489,
0,0,0,100,100,100,0,98.2803,39.025,
0,0,0,100,100,100,0,98.1006,36.3916,
0,0,0,100,100,100,0,97.9655,31.7261,
0,0,0,100,100,100,0,97.896,27.5199,
0,0,0,100,100,100,0,97.896,21.2511,
0,0,0,100,100,100,0,97.896,16.2671,
0,0,0,100,100,100,0,97.896,11.9039,
0,0,0,100,100,100,0,97.896,8.84831,
0,0,0,100,100,100,0,97.896,5.41882,
0,0,0,100,100,100,0,97.896,1.29757,
0,0,0,100,100,100,0,97.896,0,
0,0,0,100,100,100,0,97.896,0,
0,0,0,100,100,100,0,97.896,0,
0,0,0,100,100,100,0,97.896,0,
0,0,0,100,100,100,0,97.896,0,
0,0,0,100,100,100,0,97.896,0,
0,0,0,100,100,100,0,97.896,0,
0,0,0,100,100,100,0,97.8634,0,
0,0,0,100,100,100,0,97.7572,0,
0,0,0,100,100,100,0,97.5958,0,
0,0,0,100,100,100,0,97.4026,0,
0,0,0,100,100,100,0,97.2037,0,
0,0,0,100,100,100,0,97.0259,0,
0,0,0,100,100,100,0,96.894,0,
0,0,0,100,100,100,0,96.8286,0,
0,0,0,100,100,100,0,96.8286,0,
0,0,0,100,100,100,0,96.8286,0,
0,0,0,100,100,100,0,96.8286,0,
0,0,0,100,100,100,0,96.8286,0,
0,0,0,100,100,100,0,96.8286,0,
0,0,0,100,100,100,0,96.8286,0,
0,0,0,100,100,100,0,96.8286,0,
0,0,0,100,100,100,0,96.8286,0,
0,0,0,100,100,100,0,96.8286,0,
0,0,0,100,100,100,0,96.8286,0,
0,0,0,100,100,100,0,96.8286,0,
0,0,0,100,100,100,0,96.8286,0,
0,0,0,100,100,100,0,96.8286,0,
0,0,0,100,100,100,0,96.7915,0,
0,0,0,100,100,100,0,96.6817,0,
0,0,0,100,100,100,0,96.5179,0,
0,0,0,100,100,100,0,96.3236,0,
0,0,0,100,100,100,0,96.1252,0,
0,0,0,100,100,100,0,95.9494,0,
0,0,0,100,100,100,0,95.8206,0,
0,0,0,100,100,100,0,95.7595,0,
0,0,0,100,100,100,0,95.7595,0,
0,0,0,100,100,100,0,95.7595,0,
0,0,0,100,100,100,0,95.7595,0,
0,0,0,100,100,100,0,95.7595,0,
0,0,0,100,100,100,0,95.7595,0,
0,0,0,100,100,100,0,95.7595,0,
0,0,0,100,100,100,0,95.7595,0,
0,0,0,100,100,100,0,95.7595,0,
0,0,0,100,100,100,0,95.7595,0,
0,0,0,100,100,100,0,95.7595,0,
0,0,0,100,100,100,0,95.7595,0,
0,0,0,100,100,100,0,95.7595,0,
0,0,0,100,100,100,0,95.7595,0,
0,0,0,100,100,100,0,95.718,0,
0,0,0,100,100,100,0,95.6045,0,
0,0,0,100,100,100,0,95.4384,0,
0,0,0,100,100,100,0,95.2432,0,
0,0,0,100,100,100,0,95.0453,0,
0,0,0,100,100,100,0,94.8715,0,
0,0,0,100,100,100,0,94.7461,0,
0,0,0,100,100,100,0,94.6893,0,
0,0,0,100,100,100,0,94.6893,0,
0,0,0,100,100,100,0,94.6893,0,
0,0,0,100,100,100,0,94.6893,0,
0,0,0,100,100,100,0,94.6893,0,
0,0,0,100,100,100,0,94.6893,0,
0,0,0,100,100,100,0,94.6893,0,
0,0,0,100,100,100,0,94.6893,0,
0,0,0,100,100,100,0,94.6893,0,
0,0,0,100,100,100,0,94.6893,0,
0,0,0,100,100,100,0,94.6893,0,
0,0,0,100,100,100,0,94.6893,0,
0,0,0,100,100,100,0,94.6893,0,
0,0,0,100,100,100,0,94.6893,0,
