3,21.9491,7.00988,50.2149,77.9929,54.9455,10.963,56.6212,11.5873,
8,8.50938,6.53008,54.9232,69.9867,46.791,0,56.5449,12.6895,
9,8.70441,6.05027,68.5206,63.9804,40.6365,0,56.434,5.38528,
17,8.89944,5.57046,75.0872,61.9753,38.482,0,56.3145,6.26949,
23,0,5.09066,79.2977,57.97,34.3275,0,56.213,7.03055,
24,0.195027,4.61085,93.3047,55.9646,32.173,0,56.1548,0,
24,0.390055,4.13104,100,49.9602,26.0185,0,56.1611,0.723823,
24,0,3.65124,100,47.9558,23.864,0,56.2411,0,
28,0.195027,3.17143,100,39.9515,15.7095,0,56.3211,19.395,
34,0,2.69163,100,37.9442,13.555,0,56.4011,20.44,
40,0,2.21182,100,35.9368,11.4005,0,56.4811,16.4249,
41,0.195027,1.73201,100,33.9301,9.24603,0,56.5611,35.2859,
49,0.390055,1.25221,100,31.9205,7.09153,0,56.5611,54.6722,
60,0,0.772401,100,29.908,4.93703,0,56.5611,55.5048,
69,0.195027,0.292594,100,27.8954,2.78253,0,67.4699,54.351,
74,0.390055,0,100,25.8829,0.628033,0,67.4699,48.8904,
79,0.585082,0,100,21.8712,0,0,76.2972,54.002,
91,0.780109,0,100,13.8588,0,0,76.2972,54.969,
100,0.975136,0,98.3291,7.84625,0,9.33043,76.2972,51.6815,
94,1.17016,0,96.5809,7.83422,0,8.22009,83.3157,42.3088,
90,1.36519,0,94.5537,7.82358,0,6.95975,69.6634,46.7196,
88,1.56022,0,92.1886,7.81222,0,5.69941,59.1796,51.5228,
86,0,0,100,7.80009,0,11.1904,59.0207,42.0046,
81,0.195027,0,95.415,7.78937,0,9.98005,47.6508,48.7573,
79,0.390055,0,94.2418,7.77765,0,8.91971,35.1213,55.8014,
76,0.585082,0,91.1633,7.7649,0,8.30937,22.6262,60.8862,
74,0.780109,0,86.377,7.75144,0,7.69903,8.97759,66.2881,
72,0.975136,0,81.977,7.73719,0,7.13869,0,72.4427,
67,1.17016,0,86.8797,7.72202,0,12.3255,14.9644,57.6271,
64,1.36519,0,85.7648,7.70905,0,11.7651,1.96606,62.6505,
62,1.56022,0,91.8199,7.69531,0,11.3548,23.7319,48.0805,
68,10.4741,0,78.9612,5.68376,0,29.6431,14.2195,44.4434,
72,0,0,90.4927,3.67278,0,35.5865,14.2195,36.1143,
71,0,0,94.6431,1.66307,0,25.3702,1.41801,37.5617,
76,0.195027,0,100,0,0,25.0598,22.4455,25.2255,
