15,20.7898,14.709,66.1594,79.9966,93.3382,31.6003,67.3806,0,
19,21.0103,14.4186,73.566,73.9937,87.2305,25.5943,67.3043,0.989124,
29,21.2307,14.1282,89.6438,69.9905,83.1227,7.05694,67.1934,0,
42,21.4512,13.8378,95.8445,61.9876,75.0149,0,67.0739,0.771107,
48,21.6717,13.5474,100,59.9845,72.9072,0,66.9724,20.1575,
58,21.8921,13.257,100,55.9786,68.7994,0,66.9142,20.712,
58,12.2089,12.9666,100,51.9726,64.6916,0,66.9205,18.2268,
67,12.4293,12.6762,100,49.9669,62.5838,0,67.0005,11.161,
76,12.6498,12.3858,100,47.9623,60.4761,0,67.0805,3.74421,
82,2.16134,12.0953,100,45.9588,58.3683,0,67.1605,4.27612,
81,2.3818,11.8049,100,43.9553,56.2605,0,67.2405,4.6373,
79,2.60226,11.5145,100,43.9518,56.1528,0,75.7207,9.15021,
76,2.82272,11.2241,100,43.9475,56.045,0,75.8007,9.32638,
71,3.04319,10.9337,100,43.9432,55.9372,0,75.8807,2.62583,
68,0,10.6433,100,43.9399,55.8295,0,75.9607,0,
74,0.220462,10.3529,100,41.937,53.7217,0,76.0407,0.598364,
79,0.440925,10.0625,100,39.934,51.6139,0,76.1207,0,
81,0.661387,9.77205,100,37.9311,49.5062,0,76.2007,0.453975,
84,0,9.48164,100,31.9282,43.3984,0,76.2807,0.696509,
78,0.220462,4.97382,98.5956,31.9252,43.2906,0,83.7148,0,
73,0.440925,0,94.1292,31.9223,43.1828,0,71.7491,3.81641,
71,0.661387,0,93.5508,31.9188,43.0751,0,60.8241,9.97662,
69,3.68463,0,97.5581,39.2174,42,0,60.7452,10.9571,
66,3.90509,0,95.1959,39.2127,41.8922,0,49.8866,17.1005,
62,4.12555,0,92.1794,39.2072,41.7845,0,39.4902,21.5827,
68,4.34601,0,90.5245,37.201,39.6767,0,28.7831,27.6845,
74,4.56648,0,86.1947,35.1939,37.5689,0,17.4909,31.5029,
84,4.78694,0,92.2922,33.1863,35.4612,4.75862,30.6107,18.018,
83,8.13641,0,93.8992,36.1808,33,4.80838,30.6907,18.3464,
92,8.35688,0,92.0428,34.1752,30.8922,4.85814,17.0696,23.5242,
90,8.57734,0,100,34.1687,30.7845,10.1925,32.1254,7.87578,
86,0,0,100,34.1646,30.6767,10.3923,32.2054,0,
81,0.220462,0,100,34.1617,30.5689,16.6417,48.5216,0,
77,2.19426,0,100,41.1363,29,16.8414,48.6016,0.232769,
72,2.41472,0,100,41.1335,28.8922,23.9118,62.0275,0,
70,12.3319,0,88.1293,41.1306,28.7845,42.5292,54.8669,0,
68,12.8335,0,90.3876,48.2494,27,42.729,54.9469,0.43411,
81,15.6029,0,92.1652,49.3602,20,42.9287,55.0269,1.40504,
90,21.6103,0,91.2857,50.9889,11,43.1285,62.9118,0,
84,21.8308,0,100,50.986,10.8922,46.963,79.1861,0,
81,22.0512,0,100,50.9831,10.7845,47.1628,100,0,
77,29.1641,0,86.4912,50.9802,10.6767,65.2492,91.992,0,
73,29.3846,0,66.8567,50.9773,10.5689,89.8962,82.6834,15.4547,
68,29.605,0,87.5885,50.972,10.4612,90.096,82.502,5.31953,
64,29.8255,0,65.1319,50.9682,10.3534,100,70.9325,22.9686,
66,30.046,0,45.1592,48.9618,8.24561,100,60.7195,41.0599,
70,30.2664,0,59.9454,46.9526,6.13784,88.3254,60.4417,36.674,
75,30.4869,0,41.5698,44.9442,4.03007,100,50.0235,52.2882,
85,30.7074,0,58.8577,42.9334,1.9223,85.5673,49.8581,44.6866,
79,30.9278,0,100,42.9238,1.81453,60.7897,49.7581,66.9233,
74,31.1483,0,80.1412,42.9109,1.70676,85.9904,38.0556,83.9104,
74,31.3687,0,60.4507,42.8954,1.59899,100,28.5702,100,
74,31.5892,0,78.7263,42.8776,1.49122,99.95,28.3202,90.8988,
74,31.8097,0,77.6437,42.861,1.38345,99.95,36.2031,80.7822,
74,32.0301,0,100,42.846,1.27568,72.9591,35.9531,100,
